quote,author,category
"It is a secret which every intellectual man quickly learns, that, beyond the energy of his possessed and conscious intellect, he is capable of a new energy (as of an intellect doubled on itself), by abandonment to the nature of things; that, beside his privacy of power as an individual man, there is a great public power, on which he can draw, by unlocking, at all risks, his human doors, and suffering the ethereal tides to roll and circulate through him: then is he caught up into the life of the Universe, his speech is thunder, his thought is law, and his words are universally intelligible as the plants and animals.",Ralph Waldo Emerson,"energy, ethereal-tides, great-public-power, individual-man, intellect, life-of-the-universe, nature-of-things"
"Speak your latent conviction. . . Else tomorrow a stranger will say with masterly good sense precisely what we have thought and felt all the time, and we shall be forced to take with shame our own opinion from another.","Ralph Waldo Emerson, Self-Reliance and Other Essays",kindlehighlight
"though the wide universe is full of good, no kernel of nourishing corn can come to him but through his toil bestowed on that plot of ground which is given to him to till.","Ralph Waldo Emerson, Self-Reliance",kindlehighlight
"Marriage is the perfection of what love aimed at, ignorant of what it sought.",Ralph Waldo Emerson,"love, marriage, perfection"
To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.,Ralph Waldo Emerson,"accomplishment, attributed-no-source, be-yourself, conformity, individuality"
"Insist on yourself; never imitate. Your own gift you can offer with the cumulative force of a whole life's cultivation, but of the adopted talent of another, you have only an extemporaneous, half possession.",Ralph Waldo Emerson,"individuality, self-expression, uniqueness"
A man is known by the books he reads.,Ralph Waldo Emerson,individuality
Imitation cannot go above its model.,"Ralph Waldo Emerson, Divinity School Address","imitation, individuality"
"The imitator dooms himself to hopeless mediocrity. The inventor did it, because it was natural to him, and so in him it has a charm. In the imitator, something else is natural, and he bereaves himself of his own beauty, to come short of another man's.","Ralph Waldo Emerson, Divinity School Address","imitation, individuality, invention"
"Let me admonish you, first of all, to go alone; to refuse the good models, even those most sacred in the imagination of men, and dare to love God without mediator or veil.","Ralph Waldo Emerson, Divinity School Address","god, individuality, religion, transcendentalism"
Honor is venerable to us because it is no ephemeris. It is always ancient virtue. We worship it today because it is not of today.,"Ralph Waldo Emerson, Self-Reliance","honor, virtue"
"As long as all that is said is said against me, I feel a certain sublime assurance of success, but as soon as honied words of praise are spoken for me, I feel as one that lies unprotected before his enemies.","Ralph Waldo Emerson, Journals of Ralph Waldo Emerson, 1820-1824","criticism, enemies, enemy, fame, foe, foes, praise, success"
"there is no planet, sun, or star could hold you if you but knew what you are.",Ralph Waldo Emerson,potential
The finest people marry the two sexes in their own person.,"Ralph Waldo Emerson, Complete Works of Ralph Waldo Emerson",gender
Virtues are in the popular estimate rather the exception than the rule.,Ralph Waldo Emerson,"exception, rule, virtue, virtues"
"None believeth in the soul of man, but only in some man or person old and departed. Ah me! no man goeth alone. All men go in flocks to this saint or that poet, avoiding the God who seeth in secret. They cannot see in secret; they love to be blind in public. They think society is wiser than their soul, and know not that one soul, and their soul, is wiser than the whole world.",Ralph Waldo Emerson,"conformity, individualism, intuition, transcendentalism"
The earth laughs in flowers.,Ralph Waldo Emerson,"flowers, laughter"
A day is a miniature eternity.,Ralph Waldo Emerson,"eternity, time"
"Heartily know, when half-gods go, the gods arrive.",Ralph Waldo Emerson,gods
There are many things of which a wise man might wish to be ignorant,Ralph Waldo Emerson,"information-age, information-overload, social-media"
"What I must do is all that concerns me, not what the people think.... It is easy in the world to live after the world's opinion; it is easy in solitude to live after our own; but the great man is he who in the midst of the crowd keeps with perfect sweetness the independence of solitude.",Ralph Waldo Emerson,"conformity, independence"
"True love transcends the unworthy object, and dwells and broods on the eternal, and when the poor interposed mask crumbles, it is not sad, but feels rid of so much earth, and feels its independency the surer.","Ralph Waldo Emerson, Self-Reliance and Other Essays","independence, love"
"We are always getting ready to live, but never living.","Ralph Waldo Emerson, Selected Works: Essays, Poems, and Dispatches with Introduction",life-lesson
Those who stay away from the election think that one vote will do no good. 'Tis but one step more to think one vote will do no harm.,Ralph Waldo Emerson,"political, vote"
"For poetry was all written before time was, and whenever we are so finely organized that we can penetrate into that region where the air is music, we hear those primal warblings and attempt to write them down, but we lose ever and anon a word or a verse and substitute something of our own, and thus miswrite the poem. The men of more delicate ear write down these cadences more faithfully, and these transcripts, though imperfect, become the songs of the nations.","Ralph Waldo Emerson, The Poet","poetry, poets"
"Nature enhances her beauty, to the eye of loving men, from their belief that the poet is beholding her shows at the same time. He is isolated among his contemporaries by truth and by his art, but with this consolation in his pursuits, that they will draw all men sooner or later. For all men live by truth and stand in need of expression. In love, in art, in avarice, in politics, in labor, in games, we study to utter our painful secret. The man is only half himself, the other half is his expression.","Ralph Waldo Emerson, The Poet","art, poetry, poets, truth"
The hard soil and four months of snow make the inhabitants of the northern temperate zone wiser and abler than his fellow who enjoys the fixed smile of the tropics.,Ralph Waldo Emerson,winter
"The louder he talked of his honor, the faster we counted our spoons.","Ralph Waldo Emerson, The Conduct of Life: A Philosophical Reading",hypocrisy
Fame is proof that people are gullible.,Ralph Waldo Emerson,"fame, gullibility"
There is a difference between truly listening and waiting for your turn to talk.,Ralph Waldo Emerson,"listening, listening-skills"
What would be the use of immortality to a person who cannot use well half an hour?,Ralph Waldo Emerson,immortality
"Flowers and fruits are always fit presents; flowers, because they are a proud assertion that a ray of beauty outvalues all the utilities of the world.",Ralph Waldo Emerson,"beauty, flowers, gifts"
"Flowers and fruits are always fit presents; flowers, because they are a proud assertion that a ray of beauty outvalues all the utilities of the world. These gay natures contrast with the somewhat stern countenance of ordinary nature: they are like music heard out of a work-house. Nature does not cocker us; we are children, not pets; she is not fond; everything is dealt to us without fear or favor, after severe universal laws. Yet these delicate flowers look like the frolic and interference of love and beauty. Men use to tell us that we love flattery even though we are not deceived by it, because it shows that we are of importance enough to be courted. Something like that pleasure, the flowers give us: what am I to whom these sweet hints are addressed?",Ralph Waldo Emerson,"beauty, flowers, gifts, necessity"
"Tobacco, coffee, alcohol, hashish, prussic acid, strychnine, are weak dilutions. The surest poison is time.",Ralph Waldo Emerson,"acid, alcohol, coffee, emerson, hashish, poison, prussic, ralph, strychnine, time, tobacco, waldo, weak"
It is one light which beams out of a thousand stars. It is one soul which animates all men.,"Ralph Waldo Emerson, The American Scholar; Self-Reliance. Compensation","scholarship, speech"
Nothing external to you has any power over you.,Ralph Waldo Emerson,"ataraxy, inner-peace"
"All things are moral; and in their boundless changes have an unceasing reference to spiritual nature. Therefore is nature glorious with form, color, and motion, that every globe in the remotest heaven; every chemical change from the rudest crystal up to the laws of life; every change of vegetation from the first principle of growth in the eye of a leaf, to the tropical forest and antediluvian coal-mine; every animal function from the sponge up to Hercules, shall hint or thunder to man the laws of right and wrong, and echo the Ten Commandments.","Ralph Waldo Emerson, Nature",discipline
New York is a sucked orange.,Ralph Waldo Emerson,new-york-city
"Go forth into the busy world and love it. Interest yourself in its life, mingle kindly with its joys and sorrows.",Ralph Waldo Emerson,"joys, living-life, sorrows"
"One man thinks justice consists in paying debts, and has no measure in his abhorrence of another who is very remiss in this duty and makes the creditor wait tediously. But that second man has his own way of looking at things; asks himself Which debt must I pay first, the debt to the rich, or the debt to the poor? the debt of money or the debt of thought to mankind, of genius to nature? For you, O broker, there is not other principle but arithmetic. For me, commerce is of trivial import; love, faith, truth of character, the aspiration of man, these are sacred;","Ralph Waldo Emerson, The Selected Writings of Ralph Waldo Emerson","art, charity, money"
"The youth, intoxicated with his admiration of a hero, fails to see, that it is only a projection of his own soul, which he admires.",Ralph Waldo Emerson,"children, heroes, inspirational"
"Evermore in the world is this marvelous balance of beauty and disgust, magnificence and rats.",Ralph Waldo Emerson,balance
"Infancy is the perpetual Messiah, which comes into the arms of fallen men, and pleads with them to return to paradise.","Ralph Waldo Emerson, Nature","infancy, innocence, paradise"
"A boy is in the parlour what the pit is in the playhouse; independent, irresponsible, looking out from his corner on such people and facts as pass by, he tries and sentences them on their merits, in the swift, summary way of boys, as good, bad, interesting, silly, eloquent, troublesome. He cumbers himself never about consequences, about interests: he gives an independent, genuine verdict. You must court him: he does not court you. But the man is, as it were, clapped into jail by his consciousness. As soon as he has once acted or spoken with eclat, he is a committed person, watched by the sympathy or the hatred of hundreds, whose affections must now enter into his account. There is no Lethe for this. Ah, that he could pass again into his neutrality! Who can thus avoid all pledges, and having observed, observe again from the same unaffected, unbiased, unbribable, unaffrighted innocence, must always be formidable.","Ralph Waldo Emerson, Self-Reliance",innocence
"It is easy to live for others, everybody does. I call on you to live for yourself.",Ralph Waldo Emerson,"integrity, self-actualization, self-determination"
A man is relieved and gay when he has put his heart into his work and done his best.,"Ralph Waldo Emerson, Self-Reliance",best
Never read a book that is not a year old.,Ralph Waldo Emerson,reading-books
Wit makes its own welcome and levels all distinctions.,Ralph Waldo Emerson,wit
"I will not hide my tastes or aversions. I will so trust that what is deep is holy, that I will do strongly before the sun and moon whatever only rejoices me, and the heart appoints",Ralph Waldo Emerson,"ataraxy, be-yourself, oath, self-assuredness"
Men achieve a certain greatness unawares  when working to another aim.,Ralph Waldo Emerson,"ability, achievement"
The measure of a master is his success in bringing all men round to his opinion 20 years later.,Ralph Waldo Emerson,"ability, achievement"
The world is all gates  all opportunities  strings of tension waiting to be struck.,Ralph Waldo Emerson,"ability, achievement"
The reward of a thing well done  is to have done it.,Ralph Waldo Emerson,"ability, achievement"
No man can have society upon his own terms.,Ralph Waldo Emerson,acceptance
Nature is what you may do. There is much you may not do.,Ralph Waldo Emerson,acceptance
Nature magically suits a man to his fortunes  by making them the fruit of his character.,Ralph Waldo Emerson,acceptance
Play out the game  act well your part  and if the gods have blundered  we will not.,Ralph Waldo Emerson,action
Every calamity is a spur and valuable hint.,Ralph Waldo Emerson,adversity
People wish to be settled  only as far as they are unsettled is there any hope for them.,Ralph Waldo Emerson,adversity
The effects of opposition are wonderful. There are men who rise refreshed on hearing of a threat  men to whom a crises  which intimidates and paralyzes the majority  comes as graceful and beloved as a bride!,Ralph Waldo Emerson,adversity
When a man is pushed  tormented  defeated  he has a chance to learn something  he has been put on his wits ... he has gained facts  learned his ignorance  is cured of the insanity of conceit  has got moderation and real skill.,Ralph Waldo Emerson,adversity
Pain  indolence  sterility  endless ennui have also their lesson for you.,Ralph Waldo Emerson,adversity
Bad times have a scientific value. These are occasions a good learner would not miss.,Ralph Waldo Emerson,adversity
It is time to be old  To take in sail.,Ralph Waldo Emerson,"aging, old, age"
Hitch your wagon to a star.,Ralph Waldo Emerson,ambition
America is a country of young men.,Ralph Waldo Emerson,america
A good indignation brings out all one's powers.,Ralph Waldo Emerson,anger
No sensible person ever made an apology.,Ralph Waldo Emerson,apology
Judicious praise is to children what the sun is to flowers. Christian Bovee A little praise Goes a great ways.,Ralph Waldo Emerson,applause
The flowering of geometry.,Ralph Waldo Emerson,"architects, architecture"
When we quarrel  how we wish we had been blameless.,Ralph Waldo Emerson,"arguments, quarrels"
Artists must be sacrificed to their art. Like bees  they must put their lives into the sting they give.,Ralph Waldo Emerson,"art, artist"
Perpetual modernness is the measure of merit in every work of art.,Ralph Waldo Emerson,"art, artist"
Beauty without expression tires.,Ralph Waldo Emerson,beauty
Though we travel the world over to find the beautiful  we must carry it with us or we find it not.,Ralph Waldo Emerson,beauty
We ascribe beauty to that which is simple  which has no superfluous parts  which exactly answers its ends.,Ralph Waldo Emerson,beauty
Some thoughts always find us young  and keep us so. Such a thought is the love of the universal and eternal beauty.,Ralph Waldo Emerson,beauty
Though we travel the world over to find the beautiful  we must carry it with us or we will not find it.,Ralph Waldo Emerson,beauty
Neither is a dictionary a bad book to read. There is no cant in it  no excess of explanation  and it is full of suggestions  the raw material of possible poems and histories.,Ralph Waldo Emerson,"books, reading"
Tis the good reader that makes the good book.,Ralph Waldo Emerson,"books, reading"
Write it on your heart that every day is the best day in the year.,Ralph Waldo Emerson,"boring, days"
We look wishfully to emergencies  to eventful  revolutionary times ... and think how easy to have taken our part when the drum was rolling and the house was burning over our heads.,Ralph Waldo Emerson,"boring, days"
They sicken of the calm that know the storm.,Ralph Waldo Emerson,"boring, days"
Every burned book enlightens the world.,Ralph Waldo Emerson,censorship
The days come and go like muffled and veiled figures sent from a distant friendly party  but they say nothing  and if we do not use the gifts they bring  they carry them as silently away.,Ralph Waldo Emerson,"change, transience"
We change  whether we like it or not.,Ralph Waldo Emerson,change
Good breeding  a union of kindness and independence.,Ralph Waldo Emerson,"character, personality"
Character is that which can do without success.,Ralph Waldo Emerson,"character, personality"
Cities force growth  and make men talkative and entertaining  but they make them artificial.,Ralph Waldo Emerson,city
The end of the human race will be that it will eventually die of civilization.,Ralph Waldo Emerson,civilization
A sufficient measure of civilization is the influence of good women.,Ralph Waldo Emerson,civilization
We think our civilization near its meridian  but we are yet only at the cock-crowing and the morning star.,Ralph Waldo Emerson,civilization
If you would lift me you must be on a higher ground.,Ralph Waldo Emerson,clergyman
An institution is the lengthening shadow of one man.,Ralph Waldo Emerson,"clubs, institutions"
The eloquent man is he who is no beautiful speaker  but who is inwardly and desperately drunk with a certain belief.,Ralph Waldo Emerson,"commitment, belief"
There is no strong performance without a little fanaticism in the performer.,Ralph Waldo Emerson,"commitment, belief"
He that rides his hobby gently must always give way to him that rides his hobby hard.,Ralph Waldo Emerson,"commitment, belief"
We are reformers in spring and summer  in autumn and winter we stand by the old  reformers in the morning  conservers at night. Reform is affirmative  conservatism negative  conservatism goes for comfort  reform for truth.,Ralph Waldo Emerson,conservatism
A foolish consistency is the hobgoblin of little minds  adored by little statesmen and philosophers and divines. With consistency a great soul has simply nothing to do. He may as well concern himself with his shadow on the wall. Speak what you think now in hard words and tomorrow speak what tomorrow thinks in hard words again  though it contradict everything you said today.,Ralph Waldo Emerson,consistency
A foolish consistency is the hobgoblin of little minds  adored by little statesmen and philosophers and divines.,Ralph Waldo Emerson,consistency
A great part of courage is the courage of having done the thing before.,Ralph Waldo Emerson,"courage, bravery"
Whatever course you decide upon  there is always someone to tell you that you are wrong. There are always difficulties arising which tempt you to believe that your critics are right. To map out a course of action and follow it to an end requires ... courage.,Ralph Waldo Emerson,courage
Whatever you do  you need courage. ... To map out a course of action and follow it to an end requires some of the same courage which a soldier needs.,Ralph Waldo Emerson,courage
Do not be too timid and squeamish. ... All life is an experiment. The more experiments you make  the better.,Ralph Waldo Emerson,courage
Courage consists of the power of self-recovery.,Ralph Waldo Emerson,courage
Every man has his own courage  and is betrayed because he seeks in himself the courage of other persons.,Ralph Waldo Emerson,courage
Nature arms each man with some faculty which enables him to do easily some feat impossible to any other.,Ralph Waldo Emerson,courage
For what avail the plough or sail  Or land  or life  if freedom fail?,Ralph Waldo Emerson,cowardice
I wish to say what I think and feel today  with the proviso that tomorrow perhaps I shall contradict it all.,Ralph Waldo Emerson,"creating, positive, change"
A foolish consistency is the hobgoblin of little minds  adored by little statesmen and philosophers and divines.,Ralph Waldo Emerson,"creating, positive, change"
With consistency a great soul has simply nothing to do. ... Speak what you think today in words as hard as cannon balls  and tomorrow speak what tomorrow thinks in hard words again  though it contradicts everything you said today.,Ralph Waldo Emerson,"creating, positive, change"
The creation of a thousand forests is in one acorn.,Ralph Waldo Emerson,"creation, creativity"
Culture  with us  ends in headache.,Ralph Waldo Emerson,culture
A cynic can chill and dishearten with a single word.,Ralph Waldo Emerson,cynicism
The question is whether suicide is the way out  or the way in.,Ralph Waldo Emerson,"death, dying"
Wilt thou seal up the avenues of ill? Pay every debt as if God wrote the bill!,Ralph Waldo Emerson,debt
Proportion is almost impossible to human beings. There is no one who does not exaggerate.,Ralph Waldo Emerson,deception
As a man thinketh  so is he  and as a man chooseth  so is he.,Ralph Waldo Emerson,decisions
God offers to every mind its choice between truth and repose. Take which you please-you can never have both.,Ralph Waldo Emerson,decisions
We do not live an equal life  but one of contrasts and patchwork  now a little joy  then a sorrow  now a sin  then a generous or brave action.,Ralph Waldo Emerson,"difficult, days"
Adopt the pace of nature  her secret is patience.,Ralph Waldo Emerson,"difficult, days"
Patience and fortitude conquer all things.,Ralph Waldo Emerson,"difficult, days"
So nigh is grandeur to our dust  So near is God to man. When Duty whispers low  Thou must  The youth replies  I can.,Ralph Waldo Emerson,duty
I pay the School Master  but 'tis the school boys that educate my son.,Ralph Waldo Emerson,education
The things taught in schools are not an education but the means of an education.,Ralph Waldo Emerson,education
There is a time in every man's education when he arrives at the conviction that envy is ignorance  that imitation is suicide  that he must take himself for better  for worse as his portion.,Ralph Waldo Emerson,education
The things taught in schools and colleges are not an education  but the means of education.,Ralph Waldo Emerson,education
He who has a thousand friends has not a friend to spare  And he who has one enemy will meet him everywhere.,Ralph Waldo Emerson,enemy
I find the Englishman to be him of all men who stands firmest in his shoes.,Ralph Waldo Emerson,"england, u, k, "
Passion  though a bad regulator  is a powerful spring.,Ralph Waldo Emerson,enthusiasm
The world belongs to the energetic.,Ralph Waldo Emerson,enthusiasm
Nothing great was ever achieved without enthusiasm.,Ralph Waldo Emerson,enthusiasm
Vigor is contagious  and whatever makes us either think or feel strongly adds to our power and enlarges our field of action.,Ralph Waldo Emerson,enthusiasm
Nothing great was ever achieved without enthusiasm.,Ralph Waldo Emerson,enthusiasm
If a man has good corn  or wood  or boards  or pigs to sell  or can make better chairs or knives  crucibles  or church organs  than anybody else  you will find a broad  hardbeaten road to his house  though it be in the woods.,Ralph Waldo Emerson,excellence
Do not be too timid and squeamish about your actions. All life is an experience.,Ralph Waldo Emerson,experience
The shoemaker makes a good shoe because he makes nothing else.,Ralph Waldo Emerson,expert
When a man is pushed  tormented  defeated  he has a chance to learn something  he has been put on his wits  on his manhood  he has gained the facts  learned his ignorance  is cured of the insanity of conceit  has got moderation and real skill.,Ralph Waldo Emerson,"failures, mistakes"
All I have seen teaches me to trust the Creator for all I have not seen.,Ralph Waldo Emerson,"faith, belief"
A believer  a mind whose faith is consciousness  is never disturbed because other persons do not yet see the fact which he sees.,Ralph Waldo Emerson,"faith, belief"
The disease with which the human mind now labors is want of faith.,Ralph Waldo Emerson,"faith, unity"
Give all to love  obey thy heart.,Ralph Waldo Emerson,faith
AH I have seen teaches me to trust the Creator for all I have not seen.,Ralph Waldo Emerson,faith
A friend might well be reckoned the masterpiece of nature.,Ralph Waldo Emerson,family
The glory of friendship is not the outstretched hand  nor the kindly smile  nor the joy of companionship  it is the spiritual inspiration that comes to one when he discovers that someone else believes in him and is willing to trust him.,Ralph Waldo Emerson,family
The only way to have a friend is to be one.,Ralph Waldo Emerson,family
I have heard with admiring submission the experience of the lady who declared that the sense of being well-dressed gives a feeling of inward tranquility  which religion is powerless to bestow.,Ralph Waldo Emerson,fashion
Whatever limits us we call Fate.,Ralph Waldo Emerson,"fate, destiny"
Fear always springs from ignorance.,Ralph Waldo Emerson,fear
All infractions of love and equity in our social relations are ... punished by fear.,Ralph Waldo Emerson,fear
Fear always springs from ignorance.,Ralph Waldo Emerson,fear
When I first open my eyes upon the morning meadows and look out upon the beautiful world  I thank God I am alive.,Ralph Waldo Emerson,forgiveness
For everything you have missed  you have gained something else.,Ralph Waldo Emerson,forgiveness
Want is a growing giant whom the coat of Have was never large enough to cover.,Ralph Waldo Emerson,forgiveness
His heart was as great as the world  but there was no room in it to hold the memory of a wrong.,Ralph Waldo Emerson,forgiveness
Life is not so short but that there is always time enough for courtesy.,Ralph Waldo Emerson,freedom
A friend is one before whom I may think aloud.,Ralph Waldo Emerson,friend
The only way to have a friend is to be one.,Ralph Waldo Emerson,friend
A friend is one before whom I may think aloud.,Ralph Waldo Emerson,friend
The only way to have a friend is to be one.,Ralph Waldo Emerson,friend
A friend is one before whom I may think aloud.,Ralph Waldo Emerson,friend
The only way to have a friend is to be one.,Ralph Waldo Emerson,friend
A friend is one before whom I may think aloud.,Ralph Waldo Emerson,friend
The only way to have a friend is to be one.,Ralph Waldo Emerson,friend
A friend is one before whom I may think aloud.,Ralph Waldo Emerson,friend
The only way to have a friend is to be one.,Ralph Waldo Emerson,friend
A friend is one before whom I may think aloud.,Ralph Waldo Emerson,friend
The only way to have a friend is to be one.,Ralph Waldo Emerson,friend
A friend is one before whom I may think aloud.,Ralph Waldo Emerson,friend
The only way to have a friend is to be one.,Ralph Waldo Emerson,friend
A friend is one before whom I may think aloud.,Ralph Waldo Emerson,friend
The only way to have a friend is to be one.,Ralph Waldo Emerson,friend
It is one of the blessings of old friends that you can afford to be stupid with them.,Ralph Waldo Emerson,"friends, friendship"
A friend is one before whom I may think aloud.,Ralph Waldo Emerson,"friends, friendship"
The only way to have a friend is to be one.,Ralph Waldo Emerson,friends
We take care of our health  we lay up money  we make our roof tight and our clothing sufficient  but who provides wisely that he shall not be wanting in the best property of all-friends.,Ralph Waldo Emerson,friendship
The only way to have a friend is to be one.,Ralph Waldo Emerson,friendship
No man can have society upon his own terms. If he seeks it  he must serve it too.,Ralph Waldo Emerson,friendship
The condition which high friendship demands is the ability to do without it.,Ralph Waldo Emerson,friendship
The secret of success in society is a certain heartiness and sympathy.,Ralph Waldo Emerson,friendship
Friendship requires more time than poor busy men can usually command.,Ralph Waldo Emerson,friendship
Go oft to the house of thy friend  for weeds choke the unused path.,Ralph Waldo Emerson,friendship
A friend is a person with whom I may be sincere. Before him  I may think aloud.,Ralph Waldo Emerson,friendship
It is one of the blessings of old friends that you can afford to be stupid with them.,Ralph Waldo Emerson,friendship
A man's growth is seen in the successive choirs of his friends.,Ralph Waldo Emerson,friendship
Every man passes his life in the search after friendship.,Ralph Waldo Emerson,friendship
How casually and unobservedly we make all our most valued acquaintances.,Ralph Waldo Emerson,friendship
A friend may well be reckoned the masterpiece of nature.,Ralph Waldo Emerson,friendship
Play out the game  act well your part  and if the gods have blundered  we will not.,Ralph Waldo Emerson,game
Play out the game  act well your part  and if the gods have blundered  we will not.,Ralph Waldo Emerson,game
Play out the game  act well your part  and if the gods have blundered  we will not.,Ralph Waldo Emerson,game
Play out the game  act well your part  and if the gods have blundered  we will not.,Ralph Waldo Emerson,game
Play out the game  act well your part  and if the gods have blundered  we will not.,Ralph Waldo Emerson,game
Play out the game  act well your part  and if the gods have blundered  we will not.,Ralph Waldo Emerson,game
Play out the game  act well your part  and if the gods have blundered  we will not.,Ralph Waldo Emerson,game
Play out the game  act well your part  and if the gods have blundered  we will not.,Ralph Waldo Emerson,game
To believe your own thought  to believe that what is true for you in your private heart is true for all men - that is genius.,Ralph Waldo Emerson,genius
In every work of genius we recognize our own rejected thoughts  they come back to us with a certain alienated majesty.,Ralph Waldo Emerson,genius
We are very near to greatness: one step and we are safe  can we not take the leap?,Ralph Waldo Emerson,"getting, going"
We are always getting ready to live  but never living.,Ralph Waldo Emerson,"getting, going"
Accept the place the divine providence has found for you  the society of your contemporaries  the connection of events.,Ralph Waldo Emerson,"goals, ambition"
We aim above the mark to hit the mark. Every act hath some falsehood or exaggeration in it.,Ralph Waldo Emerson,goals
God enters by a private door into every individual.,Ralph Waldo Emerson,god
God enters by a private door into every individual.,Ralph Waldo Emerson,god
To Be is to live with God.,Ralph Waldo Emerson,god
In nature  nothing can be given  all things are sold.,Ralph Waldo Emerson,"goodness, giving"
The meaning of good and bad  of better and worse  is simply helping or hurting.,Ralph Waldo Emerson,"goodness, giving"
I hate the giving of the hand unless the whole man accompanies it.,Ralph Waldo Emerson,"goodness, giving"
The only gift is a portion of thyself.,Ralph Waldo Emerson,"goodness, giving"
Take egotism out  and you would castrate the benefactor.,Ralph Waldo Emerson,"goodness, giving"
A great man stands on God. A small man stands on a great man.,Ralph Waldo Emerson,great
All great men come out of the middle classes.,Ralph Waldo Emerson,great
A great part of courage is the courage of having done the thing before.,Ralph Waldo Emerson,great
A great man stands on God. A small man stands on a great man.,Ralph Waldo Emerson,great
All great men come out of the middle classes.,Ralph Waldo Emerson,great
A great part of courage is the courage of having done the thing before.,Ralph Waldo Emerson,great
A great man stands on God. A small man stands on a great man.,Ralph Waldo Emerson,great
All great men come out of the middle classes.,Ralph Waldo Emerson,great
A great part of courage is the courage of having done the thing before.,Ralph Waldo Emerson,great
A great man stands on God. A small man stands on a great man.,Ralph Waldo Emerson,great
All great men come out of the middle classes.,Ralph Waldo Emerson,great
A great part of courage is the courage of having done the thing before.,Ralph Waldo Emerson,great
A great man stands on God. A small man stands on a great man.,Ralph Waldo Emerson,great
All great men come out of the middle classes.,Ralph Waldo Emerson,great
A great part of courage is the courage of having done the thing before.,Ralph Waldo Emerson,great
A great man stands on God. A small man stands on a great man.,Ralph Waldo Emerson,great
All great men come out of the middle classes.,Ralph Waldo Emerson,great
A great part of courage is the courage of having done the thing before.,Ralph Waldo Emerson,great
A great man stands on God. A small man stands on a great man.,Ralph Waldo Emerson,great
All great men come out of the middle classes.,Ralph Waldo Emerson,great
A great part of courage is the courage of having done the thing before.,Ralph Waldo Emerson,great
A great man stands on God. A small man stands on a great man.,Ralph Waldo Emerson,great
All great men come out of the middle classes.,Ralph Waldo Emerson,great
A great part of courage is the courage of having done the thing before.,Ralph Waldo Emerson,great
A great man stands on God. A small man stands on a great man.,Ralph Waldo Emerson,greatness
Calmness is always Godlike.,Ralph Waldo Emerson,greatness
All great men come out of the middle classes.,Ralph Waldo Emerson,greatness
Nothing can bring you peace but yourself.,Ralph Waldo Emerson,happiness
Discontent is want of self-reliance  it is infirmity of will.,Ralph Waldo Emerson,happiness
Five great enemies to peace inhabit us: avarice  ambition  envy  anger and pride. If those enemies were to be banished  we should infallibly enjoy perpetual peace.,Ralph Waldo Emerson,happiness
To fill the hour  and leave no crevice ... that is happiness.,Ralph Waldo Emerson,happiness
The high prize of life  the crowning fortune of man  is to be born with a bias to some pursuit which finds him in employment and happiness.,Ralph Waldo Emerson,happiness
A man is relieved and gay when he has put his heart into his work and done his best.,Ralph Waldo Emerson,happiness
The happiest man is he who learns from nature the lesson of worship.,Ralph Waldo Emerson,happiness
The first wealth is health.,Ralph Waldo Emerson,health
Right Now Is the Time to Be Kind You cannot do a kindness too soon  for you never know how soon it will be too late.,Ralph Waldo Emerson,"helping, people"
I hate the giving of the hand unless the whole man accompanies it.,Ralph Waldo Emerson,"helping, people"
The only gift is a portion of thyself.,Ralph Waldo Emerson,"helping, people"
Make yourself necessary to somebody.,Ralph Waldo Emerson,"helping, people"
A man finds room in a few square inches of his face for the traits of all his ancestors  for the expression of all his history  and his wants.,Ralph Waldo Emerson,heredity
Every hero becomes a bore at last.,Ralph Waldo Emerson,hero
Every hero becomes a bore at last.,Ralph Waldo Emerson,"heroes, heroism"
A hero is no braver than an ordinary man  but he is brave five minutes longer.,Ralph Waldo Emerson,"heroes, heroism"
All history is but the lengthened shadow of a great man.,Ralph Waldo Emerson,"history, historians"
There is properly no history  only biography.,Ralph Waldo Emerson,history
Man is physically as well as metaphysically a thing of shreds and patches  borrowed unequally from good and bad ancestors  and a misfit from the start.,Ralph Waldo Emerson,"homo, sapiens"
The cultivated man  wise to know and bold to perform  is the end to which nature works.,Ralph Waldo Emerson,"homo, sapiens"
We fancy men are individuals  so are pumpkins  but every pumpkin in the field goes through every point of pumpkin history.,Ralph Waldo Emerson,"homo, sapiens"
Whosoever would be a man must be a non-conformist.,Ralph Waldo Emerson,"homo, sapiens"
The louder he talked of his honour  the faster we counted our spoons.,Ralph Waldo Emerson,honour
A feeble man can see the farms that are fenced and tilled  the houses that are built. The strong man sees the possible houses and farms. His eye makes estates as fast as the sun breeds clouds.,Ralph Waldo Emerson,hope
Outside  among your fellows  among strangers  you must preserve appearances  100 things you cannot do  but inside  the terrible freedom!,Ralph Waldo Emerson,"human, relations"
When the man is at home  his standing in society is well known and quietly taken  but when he is abroad  it is problematical  and is dependent on the success of his manners.,Ralph Waldo Emerson,"human, relations"
Make yourself necessary to somebody.,Ralph Waldo Emerson,"human, relations"
Extremes meet  and there is no better example than the naughtiness of humility.,Ralph Waldo Emerson,hypocrisy
Ideas must work through the brains and the arms of good and brave men  or they are no better than dreams.,Ralph Waldo Emerson,ideas
If I cannot brag of knowing something  then I brag of not knowing it  at any rate  brag.,Ralph Waldo Emerson,ignorance
The sky is the daily bread of the eyes.,Ralph Waldo Emerson,imagination
